Year,Community_ID,Community_Name,Community_County,Community_FIPS_Code,Community_Region,Community_State,Community_Zip,Community_Population,Community_Median_Income,Shelter_ID,Shelter_Name,Org_Count,Shelter_Zip,Shelter_Type,Community_Lead,Begin_Count_D,Intake_Pub_H_D,Intake_Pub_TR_D,Intake_Pub_TM_D,Intake_Pub_UU_D,Intake_Pub_Total_D,Intake_In_Comm_H_D,Intake_In_Comm_TR_D,Intake_In_Comm_TM_D,Intake_In_Comm_UU_D,Intake_In_Comm_Total_D,Intake_Out_Comm_H_D,Intake_Out_Comm_TR_D,Intake_Out_Comm_TM_D,Intake_Out_Comm_UU_D,Intake_Out_Comm_Total_D,Intake_ORE_H_D,Intake_ORE_TR_D,Intake_ORE_TM_D,Intake_ORE_UU_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Adoption_H_D,Adoption_TR_D,Adoption_TM_D,Adoption_UU_D,Total_Adoptions_D,Transfer_In_Comm_H_D,Transfer_In_Comm_TR_D,Transfer_In_Comm_TM_D,Transfer_In_Comm_UU_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_H_D,Transfer_Out_Comm_TR_D,Transfer_Out_Comm_TM_D,Transfer_Out_Comm_UU_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Euth_H_D,Euth_TR_D,Euth_TM_D,Euth_UU_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_H_C,Intake_Pub_TR_C,Intake_Pub_TM_C,Intake_Pub_UU_C,Intake_Pub_Total_C,Intake_In_Comm_H_C,Intake_In_Comm_TR_C,Intake_In_Comm_TM_C,Intake_In_Comm_UU_C,Intake_In_Comm_Total_C,Intake_Out_Comm_H_C,Intake_Out_Comm_TR_C,Intake_Out_Comm_TM_C,Intake_Out_Comm_UU_C,Intake_Out_Comm_Total_C,Intake_ORE_H_C,Intake_ORE_TR_C,Intake_ORE_TM_C,Intake_ORE_UU_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Adoption_H_C,Adoption_TR_C,Adoption_TM_C,Adoption_UU_C,Total_Adoptions_C,Transfer_In_Comm_H_C,Transfer_In_Comm_TR_C,Transfer_In_Comm_TM_C,Transfer_In_Comm_UU_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_H_C,Transfer_Out_Comm_TR_C,Transfer_Out_Comm_TM_C,Transfer_Out_Comm_UU_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Euth_H_C,Euth_TR_C,Euth_TM_C,Euth_UU_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
2012,CONTR,Contra Costa County,Contra Costa,6013,West,CA,94553,1079597,74177,WITB,Walkin' the Bark,1,94531,AG,N,2,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,5,4,0,0,9,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CONTR,Contra Costa County,Contra Costa,6013,West,CA,94553,1079597,74177,WKF,White Kitty Foundation,1,94595,AG,N,51,2,1,0,0,3,30,5,2,0,37,0,0,0,0,0,0,0,0,0,0,40,0,40,6,5,2,0,13,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,3,3,0,3,38,0,38,53,55,2,1,0,0,3,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,0,19,3,7,0,0,10,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,7,7,0,7,32,0,32,42
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,TLF,Tenth Life Foundation,1,94172,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,145,0,0,0,0,0,0,0,0,0,0,145,0,145,145,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,145,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,TKR,Toni's Kitty Rescue,1,94117,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,670,0,0,670,0,0,0,0,0,0,0,0,0,0,670,0,670,0,0,5,0,5,241,225,0,0,466,0,0,0,0,0,0,0,0,0,0,26,26,0,26,497,25,522,150
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,RDR,Rocket Dog Rescue,1,94110,AG,N,85,156,8,4,2,170,16,2,2,0,20,199,12,20,1,232,0,0,0,0,0,422,0,422,302,14,11,1,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329,4,333,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,BAD,BAD RAP,1,94602,AG,N,36,4,1,0,0,5,5,2,1,0,8,4,15,3,2,24,0,0,0,0,0,37,0,37,13,18,4,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,39,0,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,GMS,Give Me Shelter Cat Rescue,1,94141,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,106,17,0,150,15,18,12,1,46,0,0,0,0,0,0,0,0,0,0,196,0,196,25,143,11,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,180,3,183,31
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,GDR,Grateful Dogs Rescue,1,94141,AG,N,60,6,1,2,2,11,40,30,19,5,94,1,0,1,0,2,0,0,0,0,0,107,0,107,59,36,20,1,116,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,7,0,7,126,3,129,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,LGR,Loup Garou Animal Rescue,1,94116,AG,N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,70,0,70,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,3,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,PU,Pets Unlimited,1,94115,AG,N,10,4,9,0,0,13,0,11,1,0,12,11,59,1,0,71,0,0,0,0,0,96,0,96,13,76,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,101,0,101,5,21,7,3,5,0,15,0,13,3,0,16,8,64,1,0,73,0,0,0,0,0,104,0,104,13,75,11,0,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,103,0,103,22
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,SFSPCA,San Francisco SPCA,1,94103,AG,N,101,154,115,41,6,316,110,159,149,4,422,943,104,101,1,1149,0,0,0,0,0,1887,0,1887,848,794,141,2,1785,0,1,12,1,14,4,9,5,0,18,17,0,0,0,0,28,28,0,28,1862,1,1863,125,172,263,378,53,7,701,298,688,127,6,1119,912,659,4,0,1575,0,0,0,0,0,3395,0,3395,1126,1807,121,23,3077,0,3,110,0,113,2,4,0,0,6,8,0,0,0,0,89,89,0,89,3293,12,3305,262
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,SGR,Saving Grace Rescue,1,94114,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,3,0,29,0,16,2,1,19,0,18,1,0,19,0,0,0,0,0,67,0,67,0,61,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,67,1
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,SFACC,San Francisco Animal Care & Control,1,94103,AC,Y,0,1599,1076,14,72,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,2882,121,2761,443,32,0,0,475,103,504,12,0,619,16,73,2,0,91,1044,0,0,452,0,187,639,121,518,2747,6,2753,8,0,1396,1096,7,285,2784,0,1,0,0,1,0,0,0,0,0,0,0,0,98,98,2883,98,2785,884,42,0,0,926,262,793,7,0,1062,12,8,0,0,20,225,110,0,141,0,316,457,98,359,2702,70,2772,13
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,WDR,Wonder Dog Rescue,1,94117,AG,N,12,46,0,7,0,53,3,0,4,0,7,62,0,47,0,109,0,0,0,0,0,169,0,169,155,0,7,6,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,171,0,171,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,MV,Muttville,1,94107,AG,N,65,2,41,9,0,52,5,15,90,5,115,0,53,155,12,220,0,0,0,0,0,387,0,387,7,109,230,22,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,382,0,382,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,825863,73012,NCFDR,Northern California Family Dog Rescue,1,94104,AG,N,53,25,37,14,0,76,7,25,18,0,50,46,240,95,0,381,0,0,0,0,0,507,0,507,102,286,129,0,517,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,521,1,522,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,TPD,The Perfect Dog,1,95036,AG,N,15,0,0,0,0,0,35,72,1,1,109,0,0,0,0,0,0,0,0,0,0,109,0,109,37,75,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,ANTR,A New Tail Rescue,1,95132,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,7,0,51,1,59,0,0,0,0,0,0,0,0,0,0,63,0,63,53,0,0,0,53,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,55,15
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,BACRF,Bay Area Cat Rescue Foundation,1,94086,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,22,9,0,59,0,0,0,0,0,6,4,2,0,12,0,0,0,0,0,71,0,71,39,28,9,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,22
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,BASHR,Bay Area Siberian Husky Rescue,1,95008,AG,N,3,0,0,0,0,0,50,5,1,0,56,5,1,2,0,8,0,0,0,0,0,64,0,64,58,3,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,FOSMAS,Friends of San Martin Animal Shelter,1,95046,AG,N,0,7,0,0,0,7,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22,0,22,11,0,0,0,11,8,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,19,3,43,49,0,0,0,49,135,0,0,0,135,0,0,0,0,0,0,0,0,0,0,184,0,184,144,0,0,0,144,7,0,0,0,7,0,0,0,0,0,0,,0,0,0,7,7,0,7,158,22,180,43
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,NARF,Nike Animal Rescue Foundation,1,95159,AG,N,90,10,0,0,0,10,60,62,0,0,122,0,0,0,0,0,0,0,0,0,0,132,0,132,138,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,142,0,142,80,70,10,22,0,0,32,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,66,0,66,73,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,73,63
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,PCW,Peninsula CatWorks,1,94301,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,0,0,21,13,1,0,0,14,4,0,0,1,5,0,0,0,0,0,40,0,40,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,46,0,46,6
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,PTSC,Pets Care,1,95157,AG,N,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,8,11,2,1,22,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,24,0,24,8,11,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,21,0,21,16
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,TCR,Tailchaser Rescue ,1,95020,AG,N,0,1,5,0,0,6,0,0,0,0,0,15,10,0,0,25,0,0,0,0,0,31,0,31,11,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,10,0,4,6,0,0,10,0,0,0,0,0,18,57,0,0,75,0,0,0,0,0,85,0,85,14,54,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,69,16
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SFVSF,The Schwartz Family Veterinary Scholarship and Animal Welfare Foundation,1,95128,AG,N,0,49,165,99,16,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,329,49,165,99,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,16,329,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,STAR,Support Team Animal Rescue,1,95130,AG,N,3,1,0,0,0,1,14,3,1,0,18,0,0,0,0,0,0,0,0,0,0,19,0,19,15,3,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SFAPS,St. Francis Animal Protection Society,1,95009,AG,N,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,HSSV,Humane Society of Silicon Valley,1,95035,TS,Y,81,516,169,109,29,823,191,127,63,0,381,6,0,1,0,7,7,22,88,548,665,1876,548,1328,322,348,283,11,964,43,12,14,0,69,15,8,14,0,37,134,,0,5,86,580,671,548,123,1327,5,1332,84,61,739,716,125,475,2055,166,145,10,29,350,2,2,1,0,5,4,13,37,271,325,2735,271,2464,402,945,285,236,1868,7,12,36,35,90,6,11,9,12,38,56,,0,16,42,586,644,271,373,2425,22,2447,86
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,PAAS,Palo Alto Animal Services,1,94303,AC,N,15,228,29,102,57,416,1,0,0,0,1,5,0,0,0,5,0,0,0,15,15,437,15,422,111,0,0,0,111,44,1,0,4,49,5,0,0,2,7,206,0,0,0,0,63,63,15,48,421,1,422,11,4,134,37,75,142,388,0,0,0,3,3,0,0,0,0,0,0,0,0,30,30,421,30,391,137,0,1,0,138,19,7,1,0,27,8,0,0,3,11,50,0,0,5,0,155,160,30,130,356,19,375,13
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SJACS,San Jose Animal Care and Services,1,95111,AC,N,143,3310,1984,1534,455,7283,9,20,19,1,49,87,42,58,6,193,7,44,87,322,460,7985,322,7663,1275,445,50,3,1773,76,193,26,15,310,551,872,199,83,1705,1765,0,0,453,1319,652,2424,322,2102,7655,30,7685,143,84,1191,2390,290,4313,8184,9,5,1,4,19,0,0,0,1,1,1,28,21,116,166,8370,116,8254,788,414,3,7,1212,47,434,21,2323,2825,192,643,52,383,1270,183,0,0,924,224,1651,2799,116,2683,8173,75,8248,85
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SCCACC,Santa Clara County Animal Care and Control,1,95037,AC,N,32,843,49,17,145,1054,2,1,0,1,4,91,5,0,11,107,0,0,0,109,109,1274,109,1165,600,6,9,3,618,67,0,1,1,69,53,6,2,15,76,229,,0,0,0,260,260,109,151,1143,11,1154,43,87,775,181,8,239,1203,1,1,0,0,2,0,0,0,2,2,0,0,0,34,34,1241,34,1207,465,7,2,8,482,62,3,1,9,75,120,135,8,221,484,32,,0,0,0,136,136,34,102,1175,58,1233,61
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SVACA,Silicon Valley Animal Control Authority,1,95054,AC,N,16,108,61,205,93,467,0,0,0,1,1,0,0,0,0,0,0,0,0,56,56,524,56,468,18,30,65,6,119,7,4,27,0,38,2,4,14,4,24,251,0,0,0,0,92,92,52,40,472,0,472,21,30,26,93,141,603,863,0,0,1,0,1,0,0,0,0,0,0,0,4,51,55,919,51,868,9,47,54,136,246,2,12,27,239,280,4,19,16,72,111,86,0,0,0,0,183,183,127,56,779,9,788,42
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,TC,Town Cats,1,95038,AG,N,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,338,612,184,19,0,815,2856,17,8,0,2881,0,0,0,0,0,0,0,0,0,0,3696,0,3696,1052,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,2553,0,0,0,0,0,0,0,3605,43,3648,386
2012,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1837504,91425,SBPR,South Bay Purebred Rescue,1,95158,AG,N,15,25,14,0,0,39,37,42,0,0,79,7,2,0,0,9,0,0,0,0,0,127,0,127,86,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,0,87,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,APCACS,Aspen/Pitkin County Animal Control and Shelter,1,81611,AC,N,32,166,0,0,0,166,1,0,0,0,1,30,9,0,0,39,0,0,0,0,0,206,0,206,102,9,0,0,111,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,214,0,214,24,17,77,7,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,84,72,7,0,0,79,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,90,0,90,10
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,CAR,Colorado Animal Rescue,1,81601,AG,N,29,349,94,57,29,529,3,1,2,0,6,9,5,5,5,24,0,0,0,0,0,559,0,559,223,68,36,14,341,16,1,3,2,22,1,1,4,5,11,158,0,0,0,0,13,13,0,13,545,1,546,42,78,224,151,38,53,466,0,4,0,0,4,18,19,5,0,42,0,0,0,0,0,512,0,512,188,141,38,48,415,28,19,2,0,49,22,2,2,0,26,28,2,0,0,0,16,16,0,16,536,7,543,47
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,ECAS,Eagle County Animal Services,1,81631,AC,N,27,439,0,0,0,439,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,455,15,440,98,0,0,0,98,4,2,0,0,6,2,0,0,0,2,311,0,0,0,0,38,38,15,23,440,0,440,27,32,197,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,204,7,197,123,0,0,0,123,0,4,0,0,4,1,0,0,0,1,37,0,0,0,0,29,29,7,22,187,1,188,41
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,EVHS,Eagle Valley Humane Society,1,81631,AG,Y,3,24,0,3,0,27,14,2,2,1,19,9,3,0,0,12,0,0,0,0,0,58,0,58,52,0,3,0,55,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,0,12,46,21,0,2,69,18,23,1,0,42,0,0,0,0,0,0,0,0,0,0,111,0,111,83,24,0,0,107,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,1,1,0,1,116,1,117,6
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,RAS,Rifle Animal Shelter,1,81650,AC,N,16,337,7,11,0,355,5,1,0,1,7,72,2,13,0,87,0,0,0,0,0,449,0,449,255,5,18,0,278,0,0,0,0,0,0,2,0,0,2,160,0,0,0,0,2,2,0,2,442,0,442,23,7,140,112,15,1,268,0,0,0,0,0,6,36,0,0,42,0,0,0,0,0,310,0,310,139,113,18,0,270,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,278,3,281,36
2012,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,154134,66651,SCAC,Summit County Animal Control and Shelter,1,80443,AC,N,10,270,4,8,9,291,7,0,0,0,7,59,0,0,0,59,0,0,0,5,5,362,5,357,140,0,1,0,141,0,0,0,1,1,4,1,2,0,7,193,0,0,0,0,9,9,5,4,346,4,350,17,9,84,2,3,5,94,10,0,1,0,11,5,0,0,0,5,0,0,0,3,3,113,3,110,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,7,7,3,4,102,0,102,17
2012,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,147848,51029,CLAWS,Cats League and Assistance of the Western Slope,1,81502,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,151,41,7,2,201,257,20,49,4,330,20,0,0,0,20,0,0,0,0,0,551,0,551,436,61,56,6,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,562,4,566,154
2012,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,147848,51029,GRH,Grand Rivers Humane,1,81502,AG,N,0,0,0,0,0,0,186,15,3,1,205,0,0,0,0,0,0,0,0,0,0,205,0,205,186,15,3,0,204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,205,0,0,6,0,0,1,7,115,4,14,0,133,0,0,0,0,0,0,0,0,0,0,140,0,140,121,4,14,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,140,0,140,0
2012,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,147848,51029,MECAS,Mesa County Animal Services,1,81502,AC,Y,70,1938,77,37,595,2647,1,0,0,0,1,7,0,0,0,7,0,0,0,96,96,2751,96,2655,211,10,2,5,228,353,25,7,2,387,271,22,15,3,311,1188,0,0,1,2,640,643,96,547,2661,6,2667,58,15,486,57,86,812,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,1502,61,1441,40,6,0,2,48,372,24,63,4,463,9,1,0,0,10,27,0,0,0,16,919,935,61,874,1422,21,1443,13
2012,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,147848,51029,RHHS,Roice-Hurst Humane Society,1,81502,AG,N,26,341,19,15,0,375,168,10,4,0,182,167,10,30,0,207,0,0,0,0,0,764,0,764,672,30,26,0,728,0,0,0,3,3,7,1,0,0,8,3,0,0,0,0,0,0,0,0,742,3,745,45,27,325,11,14,0,350,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,355,0,355,304,10,6,0,320,0,0,0,3,3,9,0,0,0,9,0,0,0,0,0,0,0,0,0,332,3,335,47
